0	319	163.054	105	213	108.876	70
1	329	165.076	91	176	105.606	13
2	329	163.848	60	180	99.82	10
3	336	164.37	67	176	93.672	9
4	344	161.448	66	179	90.752	11
5	348	154.43	66	179	90.122	9
6	317	144.756	69	172	85.982	12
7	275	142.166	73	166	83.308	12
8	271	142.098	73	166	82.998	12
9	295	144.914	73	124	81.35	12
10	288	151.018	73	111	80.526	12
11	313	157.064	85	119	80.286	12
12	299	164.16	78	136	80.658	11
13	360	168.86	91	119	79.578	10
14	347	172.784	86	115	79.88	10
15	388	180.448	85	108	78.84	12
16	387	200.038	88	106	79.264	12
17	394	215.166	101	109	79.494	11
18	408	231.42	100	129	80.404	11
19	398	247.886	81	138	80.074	11
20	398	259.99	108	141	80.072	11
21	399	264.75	124	149	80.566	12
22	418	260.802	128	125	82.244	12
23	418	257.578	88	125	81.17	12
24	421	255.848	97	154	82.312	12
25	433	252.75	158	107	82.052	15
26	433	252.652	157	119	81.574	15
27	389	255.894	149	132	80.834	11
28	401	259.272	155	118	81.014	12
29	412	259.8	143	139	81.142	12
30	426	263.906	149	112	80.776	12
31	410	267.722	141	114	81.656	12
32	419	268.34	145	115	80.824	11
33	435	270.768	145	138	81.192	12
34	472	273.892	165	122	81.992	14
35	435	273.896	142	112	83.138	10
36	435	276.368	166	121	83.828	12
37	435	275.064	164	126	83.18	14
38	435	274.126	155	110	84.5	10
39	470	282.056	161	120	85.382	12
40	451	283.238	137	126	87.152	12
41	467	285.608	166	125	85.582	14
42	467	290.826	155	129	85.738	11
43	451	294.862	149	134	85.426	12
44	451	295.234	188	127	85.354	12
45	420	290.956	193	147	83.386	12
46	400	289.416	173	124	81.428	12
47	454	291.054	182	123	81.152	10
48	421	288.938	171	145	81.044	11
49	468	286.086	169	131	81.5	11
50	456	285.632	181	142	81.27	12
