0	37826.725000000000001421085471520200	577159.009166666664839340228354558349	759.709819053740147865028120577335	548.062499999999985789145284797996	379.854909526870073932514060288668
1	38320.174999999999997157829056959599	755099.629166666667970275739207863808	868.964688101114234086708165705204	591.074999999999963762320476234891	434.482344050557117043354082852602
2	38994.350000000000001421085471520200	526795.403333333334160215599695220590	725.806725880473891265864949673414	619.350000000000022737367544323206	362.903362940236945632932474836707
3	39632.424999999999997157829056959599	131887.695833333334022086091863457114	363.163456081876915959583129733801	282.124999999999992894572642398998	181.581728040938457979791564866900
4	40226.225000000000001421085471520200	38563.662499999999901945102465106174	196.376328766987597873594495467842	142.987500000000004263256414560601	98.188164383493798936797247733921
5	40393.000000000000000000000000000000	96439.886666666666194203116901917383	310.547720433859694821876473724842	251.449999999999992184029906638898	155.273860216929847410938236862421
6	40491.800000000000000710542735760100	42859.139999999999801616468175780028	207.024491304772908506492967717350	152.649999999999989697130331478547	103.512245652386454253246483858675
7	40521.175000000000000710542735760100	50775.369166666666426834808589774184	225.333905941087039082049159333110	182.024999999999991473487170878798	112.666952970543519541024579666555
8	40774.574999999999999289457264239900	68445.049166666666991432066424749792	261.620047333278080259333364665508	210.725000000000001421085471520200	130.810023666639040129666682332754
9	41049.949999999999999289457264239900	47010.169999999999856044041735003702	216.818287974054442202032078057528	153.650000000000005684341886080801	108.409143987027221101016039028764
10	41105.250000000000000000000000000000	72141.449999999999448618837050162256	268.591604485322648088185815140605	194.324999999999992184029906638898	134.295802242661324044092907570302
11	41127.449999999999999289457264239900	67516.516666666666161233933962648734	259.839405530929184351407457143068	183.224999999999997868371792719699	129.919702765464592175703728571534
12	41287.625000000000000000000000000000	60948.395833333333332149095440399833	246.877289018924017227618605829775	184.937500000000000000000000000000	123.438644509462008613809302914888
13	41402.899999999999998578914528479800	68312.453333333333439725265634479001	261.366511499337548229959793388844	225.200000000000002842170943040401	130.683255749668774114979896694422
14	41409.000000000000000000000000000000	64583.320000000000323581161865149625	254.132485133246973418863490223885	219.099999999999994315658113919199	127.066242566623486709431745111942
15	41517.500000000000000000000000000000	35001.679999999999861159949432476424	187.087359273682636739977169781923	153.100000000000004973799150320701	93.543679636841318369988584890962
