0	37972.399999999999998578914528479800	36730.600000000000001421085471520200	39363.600000000000001421085471520200	36523.100000000000001421085471520200	38194.000000000000000000000000000000	38200.100000000000001421085471520200	38133.000000000000000000000000000000
1	39070.300000000000000710542735760100	38874.699999999999999289457264239900	39645.500000000000000000000000000000	38964.399999999999998578914528479800	38738.199999999999999289457264239900	38743.000000000000000000000000000000	39361.899999999999998578914528479800
2	40955.399999999999998578914528479800	42674.000000000000000000000000000000	41323.000000000000000000000000000000	40935.399999999999998578914528479800	41418.800000000000000710542735760100	41527.600000000000001421085471520200	41689.899999999999998578914528479800
3	42025.899999999999998578914528479800	42674.000000000000000000000000000000	41915.100000000000001421085471520200	41883.500000000000000000000000000000	42566.100000000000001421085471520200	42566.800000000000000710542735760100	41969.500000000000000000000000000000
4	43855.600000000000001421085471520200	44639.399999999999998578914528479800	44845.399999999999998578914528479800	43531.300000000000000710542735760100	44241.699999999999999289457264239900	43783.899999999999998578914528479800	43468.699999999999999289457264239900
5	43855.600000000000001421085471520200	44639.399999999999998578914528479800	44845.399999999999998578914528479800	43531.300000000000000710542735760100	44241.699999999999999289457264239900	43783.899999999999998578914528479800	43468.699999999999999289457264239900
6	43855.600000000000001421085471520200	44639.399999999999998578914528479800	44845.399999999999998578914528479800	43531.300000000000000710542735760100	44241.699999999999999289457264239900	43783.899999999999998578914528479800	43468.699999999999999289457264239900
7	43855.600000000000001421085471520200	44639.399999999999998578914528479800	44845.399999999999998578914528479800	43531.300000000000000710542735760100	44241.699999999999999289457264239900	43783.899999999999998578914528479800	43468.699999999999999289457264239900
8	43855.600000000000001421085471520200	44639.399999999999998578914528479800	44845.399999999999998578914528479800	43531.300000000000000710542735760100	44241.699999999999999289457264239900	43783.899999999999998578914528479800	43468.699999999999999289457264239900
9	43855.600000000000001421085471520200	44639.399999999999998578914528479800	44845.399999999999998578914528479800	43870.500000000000000000000000000000	44241.699999999999999289457264239900	43783.899999999999998578914528479800	43468.699999999999999289457264239900
10	43855.600000000000001421085471520200	44639.399999999999998578914528479800	44845.399999999999998578914528479800	43870.500000000000000000000000000000	44241.699999999999999289457264239900	43783.899999999999998578914528479800	45403.399999999999998578914528479800
11	43855.600000000000001421085471520200	44639.399999999999998578914528479800	44845.399999999999998578914528479800	43870.500000000000000000000000000000	44241.699999999999999289457264239900	43783.899999999999998578914528479800	45403.399999999999998578914528479800
12	43855.600000000000001421085471520200	44639.399999999999998578914528479800	44845.399999999999998578914528479800	43870.500000000000000000000000000000	44241.699999999999999289457264239900	43783.899999999999998578914528479800	45403.399999999999998578914528479800
13	43855.600000000000001421085471520200	44639.399999999999998578914528479800	44845.399999999999998578914528479800	43870.500000000000000000000000000000	44241.699999999999999289457264239900	43783.899999999999998578914528479800	45403.399999999999998578914528479800
14	43855.600000000000001421085471520200	44639.399999999999998578914528479800	44845.399999999999998578914528479800	43870.500000000000000000000000000000	44241.699999999999999289457264239900	43783.899999999999998578914528479800	45403.399999999999998578914528479800
15	43855.600000000000001421085471520200	44639.399999999999998578914528479800	44845.399999999999998578914528479800	43870.500000000000000000000000000000	44241.699999999999999289457264239900	43783.899999999999998578914528479800	45403.399999999999998578914528479800
16	43855.600000000000001421085471520200	44639.399999999999998578914528479800	44845.399999999999998578914528479800	43870.500000000000000000000000000000	44241.699999999999999289457264239900	43783.899999999999998578914528479800	45403.399999999999998578914528479800
17	43855.600000000000001421085471520200	44639.399999999999998578914528479800	44845.399999999999998578914528479800	43870.500000000000000000000000000000	44241.699999999999999289457264239900	43783.899999999999998578914528479800	45403.399999999999998578914528479800
18	43855.600000000000001421085471520200	44639.399999999999998578914528479800	44845.399999999999998578914528479800	43870.500000000000000000000000000000	44241.699999999999999289457264239900	43783.899999999999998578914528479800	45403.399999999999998578914528479800
19	43855.600000000000001421085471520200	44639.399999999999998578914528479800	44845.399999999999998578914528479800	43870.500000000000000000000000000000	44241.699999999999999289457264239900	43783.899999999999998578914528479800	45403.399999999999998578914528479800
20	44057.699999999999999289457264239900	44639.399999999999998578914528479800	44845.399999999999998578914528479800	44335.100000000000001421085471520200	44241.699999999999999289457264239900	43783.899999999999998578914528479800	45403.399999999999998578914528479800
21	44603.199999999999999289457264239900	44639.399999999999998578914528479800	44845.399999999999998578914528479800	44335.100000000000001421085471520200	44241.699999999999999289457264239900	44065.500000000000000000000000000000	45403.399999999999998578914528479800
22	45132.899999999999998578914528479800	45188.199999999999999289457264239900	44845.399999999999998578914528479800	46030.600000000000001421085471520200	45108.300000000000000710542735760100	45132.899999999999998578914528479800	45403.399999999999998578914528479800
23	46506.000000000000000000000000000000	46641.399999999999998578914528479800	45818.000000000000000000000000000000	46918.399999999999998578914528479800	46004.300000000000000710542735760100	47125.800000000000000710542735760100	45551.500000000000000000000000000000
24	46506.000000000000000000000000000000	46641.399999999999998578914528479800	45818.000000000000000000000000000000	46918.399999999999998578914528479800	46004.300000000000000710542735760100	47125.800000000000000710542735760100	45551.500000000000000000000000000000
25	46506.000000000000000000000000000000	46641.399999999999998578914528479800	45818.000000000000000000000000000000	46918.399999999999998578914528479800	46004.300000000000000710542735760100	47125.800000000000000710542735760100	45551.500000000000000000000000000000
26	46506.000000000000000000000000000000	46641.399999999999998578914528479800	45818.000000000000000000000000000000	46918.399999999999998578914528479800	46004.300000000000000710542735760100	47125.800000000000000710542735760100	45551.500000000000000000000000000000
27	46506.000000000000000000000000000000	46641.399999999999998578914528479800	45818.000000000000000000000000000000	46918.399999999999998578914528479800	46004.300000000000000710542735760100	47125.800000000000000710542735760100	45551.500000000000000000000000000000
28	46506.000000000000000000000000000000	46641.399999999999998578914528479800	45818.000000000000000000000000000000	46918.399999999999998578914528479800	46004.300000000000000710542735760100	47125.800000000000000710542735760100	45551.500000000000000000000000000000
29	46506.000000000000000000000000000000	46641.399999999999998578914528479800	45818.000000000000000000000000000000	46918.399999999999998578914528479800	46004.300000000000000710542735760100	47125.800000000000000710542735760100	45551.500000000000000000000000000000
30	46506.000000000000000000000000000000	46641.399999999999998578914528479800	45818.000000000000000000000000000000	46918.399999999999998578914528479800	46004.300000000000000710542735760100	47125.800000000000000710542735760100	45551.500000000000000000000000000000
31	46506.000000000000000000000000000000	46641.399999999999998578914528479800	45818.000000000000000000000000000000	46918.399999999999998578914528479800	46004.300000000000000710542735760100	47125.800000000000000710542735760100	45551.500000000000000000000000000000
32	46506.000000000000000000000000000000	46641.399999999999998578914528479800	45818.000000000000000000000000000000	46918.399999999999998578914528479800	46004.300000000000000710542735760100	47125.800000000000000710542735760100	45551.500000000000000000000000000000
33	46506.000000000000000000000000000000	46641.399999999999998578914528479800	45818.000000000000000000000000000000	46918.399999999999998578914528479800	46004.300000000000000710542735760100	47125.800000000000000710542735760100	45551.500000000000000000000000000000
34	46506.000000000000000000000000000000	46641.399999999999998578914528479800	45818.000000000000000000000000000000	46918.399999999999998578914528479800	46004.300000000000000710542735760100	47125.800000000000000710542735760100	45551.500000000000000000000000000000
35	46506.000000000000000000000000000000	46641.399999999999998578914528479800	45818.000000000000000000000000000000	46918.399999999999998578914528479800	46004.300000000000000710542735760100	47125.800000000000000710542735760100	45551.500000000000000000000000000000
36	46506.000000000000000000000000000000	46641.399999999999998578914528479800	45818.000000000000000000000000000000	46918.399999999999998578914528479800	46004.300000000000000710542735760100	47125.800000000000000710542735760100	45551.500000000000000000000000000000
37	46506.000000000000000000000000000000	46641.399999999999998578914528479800	45818.000000000000000000000000000000	46918.399999999999998578914528479800	46004.300000000000000710542735760100	47125.800000000000000710542735760100	45551.500000000000000000000000000000
38	46506.000000000000000000000000000000	46641.399999999999998578914528479800	45818.000000000000000000000000000000	46918.399999999999998578914528479800	46004.300000000000000710542735760100	47125.800000000000000710542735760100	45551.500000000000000000000000000000
39	46506.000000000000000000000000000000	46641.399999999999998578914528479800	45818.000000000000000000000000000000	46918.399999999999998578914528479800	46004.300000000000000710542735760100	47125.800000000000000710542735760100	45551.500000000000000000000000000000
40	46506.000000000000000000000000000000	46641.399999999999998578914528479800	45818.000000000000000000000000000000	46918.399999999999998578914528479800	46004.300000000000000710542735760100	47125.800000000000000710542735760100	45551.500000000000000000000000000000
41	46506.000000000000000000000000000000	46641.399999999999998578914528479800	45818.000000000000000000000000000000	46918.399999999999998578914528479800	46004.300000000000000710542735760100	47125.800000000000000710542735760100	45853.000000000000000000000000000000
42	46506.000000000000000000000000000000	46641.399999999999998578914528479800	45818.000000000000000000000000000000	46918.399999999999998578914528479800	46004.300000000000000710542735760100	47125.800000000000000710542735760100	45913.300000000000000710542735760100
43	46506.000000000000000000000000000000	46641.399999999999998578914528479800	45818.000000000000000000000000000000	46918.399999999999998578914528479800	46004.300000000000000710542735760100	47125.800000000000000710542735760100	45913.300000000000000710542735760100
44	46506.000000000000000000000000000000	46641.399999999999998578914528479800	45818.000000000000000000000000000000	46918.399999999999998578914528479800	46004.300000000000000710542735760100	47125.800000000000000710542735760100	45913.300000000000000710542735760100
45	46506.000000000000000000000000000000	46641.399999999999998578914528479800	45818.000000000000000000000000000000	46918.399999999999998578914528479800	46004.300000000000000710542735760100	47125.800000000000000710542735760100	45913.300000000000000710542735760100
46	46506.000000000000000000000000000000	46641.399999999999998578914528479800	45818.000000000000000000000000000000	46918.399999999999998578914528479800	46004.300000000000000710542735760100	47125.800000000000000710542735760100	45913.300000000000000710542735760100
47	46506.000000000000000000000000000000	46641.399999999999998578914528479800	45818.000000000000000000000000000000	46918.399999999999998578914528479800	46004.300000000000000710542735760100	47125.800000000000000710542735760100	45913.300000000000000710542735760100
48	46506.000000000000000000000000000000	46641.399999999999998578914528479800	45818.000000000000000000000000000000	46918.399999999999998578914528479800	46004.300000000000000710542735760100	47125.800000000000000710542735760100	45913.300000000000000710542735760100
49	46506.000000000000000000000000000000	46641.399999999999998578914528479800	45818.000000000000000000000000000000	46918.399999999999998578914528479800	46004.300000000000000710542735760100	47125.800000000000000710542735760100	45913.300000000000000710542735760100
50	46506.000000000000000000000000000000	46641.399999999999998578914528479800	45818.000000000000000000000000000000	46918.399999999999998578914528479800	46004.300000000000000710542735760100	47125.800000000000000710542735760100	45913.300000000000000710542735760100
