0	41804.199999999999999289457264239900	38322.899999999999998578914528479800	41078.399999999999998578914528479800	39331.800000000000000710542735760100	35181.800000000000000710542735760100	39508.600000000000001421085471520200
1	42913.800000000000000710542735760100	43830.399999999999998578914528479800	40991.399999999999998578914528479800	39835.600000000000001421085471520200	42402.800000000000000710542735760100	43775.699999999999999289457264239900
2	35600.399999999999998578914528479800	34727.899999999999998578914528479800	34153.100000000000001421085471520200	36190.300000000000000710542735760100	36894.500000000000000000000000000000	36972.100000000000001421085471520200
3	42564.500000000000000000000000000000	39828.699999999999999289457264239900	38649.699999999999999289457264239900	37975.199999999999999289457264239900	38662.699999999999999289457264239900	39039.899999999999998578914528479800
4	43805.000000000000000000000000000000	42963.699999999999999289457264239900	43079.000000000000000000000000000000	42722.500000000000000000000000000000	41496.399999999999998578914528479800	40446.000000000000000000000000000000
5	53270.199999999999999289457264239900	53194.300000000000000710542735760100	53004.600000000000001421085471520200	54485.899999999999998578914528479800	52807.399999999999998578914528479800	53007.199999999999999289457264239900
6	50789.000000000000000000000000000000	50824.399999999999998578914528479800	48385.199999999999999289457264239900	48622.600000000000001421085471520200	50156.100000000000001421085471520200	48777.899999999999998578914528479800
7	42526.600000000000001421085471520200	43184.800000000000000710542735760100	45247.500000000000000000000000000000	45034.199999999999999289457264239900	44361.500000000000000000000000000000	43567.800000000000000710542735760100
8	40239.300000000000000710542735760100	41298.399999999999998578914528479800	41729.199999999999999289457264239900	42336.100000000000001421085471520200	42274.399999999999998578914528479800	41130.100000000000001421085471520200
9	49488.199999999999999289457264239900	50806.800000000000000710542735760100	50099.000000000000000000000000000000	51179.600000000000001421085471520200	50804.100000000000001421085471520200	50849.300000000000000710542735760100
10	48870.899999999999998578914528479800	50002.199999999999999289457264239900	50921.500000000000000000000000000000	51992.100000000000001421085471520200	48043.500000000000000000000000000000	49246.800000000000000710542735760100
11	42541.000000000000000000000000000000	43729.800000000000000710542735760100	45253.500000000000000000000000000000	46267.600000000000001421085471520200	42256.899999999999998578914528479800	44800.399999999999998578914528479800
12	43513.399999999999998578914528479800	42940.500000000000000000000000000000	43572.300000000000000710542735760100	42055.600000000000001421085471520200	41759.699999999999999289457264239900	45250.899999999999998578914528479800
13	49463.199999999999999289457264239900	50003.800000000000000710542735760100	49735.100000000000001421085471520200	49318.000000000000000000000000000000	50995.800000000000000710542735760100	50209.300000000000000710542735760100
14	53587.600000000000001421085471520200	53535.100000000000001421085471520200	53553.199999999999999289457264239900	54301.500000000000000000000000000000	53800.500000000000000000000000000000	55484.699999999999999289457264239900
15	50366.699999999999999289457264239900	51295.300000000000000710542735760100	50399.000000000000000000000000000000	51129.500000000000000000000000000000	50365.300000000000000710542735760100	49415.100000000000001421085471520200
16	35474.500000000000000000000000000000	37404.300000000000000710542735760100	34890.300000000000000710542735760100	34685.199999999999999289457264239900	36559.600000000000001421085471520200	35409.199999999999999289457264239900
17	35593.399999999999998578914528479800	34377.300000000000000710542735760100	34447.399999999999998578914528479800	38166.699999999999999289457264239900	33957.100000000000001421085471520200	34862.899999999999998578914528479800
18	51367.600000000000001421085471520200	53432.300000000000000710542735760100	52004.300000000000000710542735760100	52995.399999999999998578914528479800	52023.300000000000000710542735760100	51960.600000000000001421085471520200
19	45626.399999999999998578914528479800	45725.300000000000000710542735760100	45602.600000000000001421085471520200	45788.000000000000000000000000000000	46159.399999999999998578914528479800	46873.000000000000000000000000000000
20	40645.199999999999999289457264239900	40005.000000000000000000000000000000	40882.699999999999999289457264239900	41524.899999999999998578914528479800	39537.600000000000001421085471520200	41533.899999999999998578914528479800
