0	417	220.97	109	278	147.48	73
1	425	198.234	91	291	128.228	15
2	417	181.132	74	280	109.29	12
3	333	183.09	79	209	106.308	11
4	370	183.798	81	188	102.184	15
5	385	179.924	87	205	95.588	19
6	415	180.774	82	184	88.136	14
7	382	179.078	73	185	89.352	16
8	354	177.218	81	187	86.474	15
9	359	176.374	90	160	84.104	13
10	354	177.086	77	129	80.734	12
11	367	180.404	91	127	78.114	11
12	342	185.126	91	129	77.244	12
13	342	186.074	60	158	75.94	13
14	322	190.764	93	130	71.516	13
15	376	195.684	88	133	71.528	18
16	376	195.016	90	126	71.688	16
17	350	196.926	88	122	73.806	17
18	346	195.28	87	156	76.226	10
19	359	200.518	88	160	77.178	10
20	388	204.46	87	167	76.88	23
21	387	210.592	99	120	74.64	13
22	349	217.468	102	137	73.386	16
23	391	226.17	95	131	73.658	10
24	411	236.588	95	117	73.248	13
25	418	230.04	88	166	74.304	10
26	392	231.772	60	114	72.83	13
27	390	230.752	95	123	73.048	12
28	379	229.494	125	159	73.618	12
29	368	228.098	125	137	73.474	16
30	352	232.956	122	114	76.01	11
31	382	239.946	133	129	77.944	16
32	401	238.502	115	152	78.124	17
33	367	236.01	111	123	78.602	10
34	401	235.694	139	148	76.494	10
35	401	237.074	130	112	75.344	10
36	354	230.77	127	144	74.734	10
37	353	226.842	119	134	73.102	10
38	343	223.48	108	126	72.922	13
39	345	229.754	133	127	72.714	10
40	343	227.842	127	116	71.358	8
41	366	226.502	118	129	72.596	10
42	337	230.65	117	131	72.152	12
43	365	229.844	101	135	72.99	19
44	395	238.76	101	146	72.918	10
45	409	234.282	100	152	72.992	15
46	347	227.666	98	145	72.254	13
47	365	226.692	103	117	70.004	10
48	359	223.798	111	143	68.568	15
49	368	220.866	130	137	66.036	8
50	356	219.358	127	152	65.544	14
