0	417	220.97	109	278	147.48	73
1	425	197.876	81	291	127.918	13
2	419	178.648	84	266	108.72	13
3	330	180.356	83	202	106.05	11
4	358	179.152	82	184	100.446	11
5	400	177.918	72	192	98.496	11
6	409	175.234	83	179	93.678	11
7	387	177.512	87	166	91.602	11
8	359	175.086	83	173	89.598	11
9	350	181.264	79	133	88.416	11
10	341	191.146	87	136	90.136	16
11	329	205.968	87	128	91.06	11
12	364	217.254	91	134	91.884	21
13	351	224.3	91	137	92.26	11
14	339	227.55	103	132	91.398	20
15	343	233.98	124	129	91.638	16
16	373	239.714	142	127	90.59	20
17	377	243.154	117	129	88.624	17
18	399	245.866	128	122	88.068	16
19	399	253.906	115	127	86.95	13
20	405	257.084	127	120	87.158	11
21	403	263.592	106	146	86.866	21
22	432	266.582	134	118	86.644	18
23	432	266.644	135	121	85.572	10
24	425	267.302	118	131	85.872	17
25	443	260.498	144	127	84.834	17
26	415	263.808	136	133	84.586	16
27	423	258.756	149	154	84.434	29
28	443	255.454	112	127	83.962	13
29	475	258.008	149	123	85.368	17
30	483	262.08	145	133	86.652	20
31	483	262.452	155	143	87.338	13
32	385	262.8	130	130	88.172	8
33	399	270.006	140	125	88.72	17
34	412	274.966	134	159	90.49	21
35	448	276.26	134	140	91.488	18
36	432	273.856	174	120	91.062	13
37	426	273.01	177	124	92.382	19
38	469	266.824	166	118	89.966	20
39	395	264.126	178	118	87.864	10
40	402	264.59	162	128	87.33	20
41	424	266.948	170	128	86.704	20
42	452	269.94	163	119	85.754	16
43	458	275.946	167	124	87.994	10
44	476	283.056	168	126	86.896	17
45	520	285.078	167	125	87.816	16
46	506	283.088	178	119	88.278	16
47	507	286.316	180	130	88.478	13
48	507	285.6	176	118	89.162	18
49	511	290.582	180	124	88.454	13
50	523	295.336	191	126	88.708	13
