Total fitness,Total levels ended,Avg.levels ended,Total cells passed,Avg. cells passed,Total time spent,Avg. time spent,Total time left,Avg. time left,Total kills,Avg. kills,Total items collected,Avg. itmes collected,Total kills by fire,Avg. kills by fire,Total kills by shell,Avg. kills by shell,Total kills by stomp,Avg. kills by stomp
59868.297,1.0,0.055555556,2274.0,126.333336,1170.0,65.0,622.0,34.555557,39.0,2.1666667,1.0,0.055555556,23.0,1.2777778,2.0,0.11111111,14.0,0.7777778
66132.8,1.0,0.055555556,2428.0,134.88889,1055.0,58.61111,734.0,40.77778,51.0,2.8333333,2.0,0.11111111,35.0,1.9444444,3.0,0.16666667,13.0,0.7222222
52408.56,3.0,0.16666667,1882.0,104.55556,923.0,51.27778,864.0,48.0,27.0,1.5,1.0,0.055555556,18.0,1.0,3.0,0.16666667,6.0,0.33333334
38408.805,1.0,0.055555556,1353.0,75.166664,860.0,47.77778,929.0,51.61111,10.0,0.5555556,1.0,0.055555556,6.0,0.33333334,0.0,0.0,4.0,0.22222222
44371.72,2.0,0.11111111,1618.0,89.888885,833.0,46.27778,955.0,53.055557,25.0,1.3888888,1.0,0.055555556,18.0,1.0,0.0,0.0,7.0,0.3888889
52714.01,1.0,0.055555556,1941.0,107.833336,802.0,44.555557,983.0,54.61111,33.0,1.8333334,0.0,0.0,21.0,1.1666666,1.0,0.055555556,11.0,0.6111111
49300.773,1.0,0.055555556,1892.0,105.111115,837.0,46.5,949.0,52.72222,10.0,0.5555556,1.0,0.055555556,8.0,0.44444445,0.0,0.0,2.0,0.11111111
49701.344,2.0,0.11111111,1817.0,100.94444,955.0,53.055557,835.0,46.38889,27.0,1.5,1.0,0.055555556,20.0,1.1111112,0.0,0.0,7.0,0.3888889
60084.05,4.0,0.22222222,2150.0,119.44444,1088.0,60.444443,701.0,38.944443,32.0,1.7777778,1.0,0.055555556,18.0,1.0,3.0,0.16666667,11.0,0.6111111
49869.824,2.0,0.11111111,1874.0,104.111115,1004.0,55.77778,784.0,43.555557,24.0,1.3333334,3.0,0.16666667,21.0,1.1666666,0.0,0.0,3.0,0.16666667
55020.58,1.0,0.055555556,2129.0,118.27778,917.0,50.944443,868.0,48.22222,36.0,2.0,1.0,0.055555556,18.0,1.0,1.0,0.055555556,16.0,0.8888889
48463.844,1.0,0.055555556,1853.0,102.94444,885.0,49.166668,903.0,50.166668,36.0,2.0,1.0,0.055555556,19.0,1.0555556,1.0,0.055555556,15.0,0.8333333
44288.87,2.0,0.11111111,1615.0,89.72222,981.0,54.5,808.0,44.88889,28.0,1.5555556,1.0,0.055555556,19.0,1.0555556,1.0,0.055555556,8.0,0.44444445
53439.82,2.0,0.11111111,1986.0,110.333336,1001.0,55.61111,786.0,43.666668,52.0,2.8888888,2.0,0.11111111,41.0,2.2777777,0.0,0.0,11.0,0.6111111
62177.926,2.0,0.11111111,2427.0,134.83333,1134.0,63.0,655.0,36.38889,37.0,2.0555556,2.0,0.11111111,29.0,1.6111112,1.0,0.055555556,7.0,0.3888889
49063.844,1.0,0.055555556,1601.0,88.94444,691.0,38.38889,1098.0,61.0,40.0,2.2222223,1.0,0.055555556,28.0,1.5555556,4.0,0.22222222,8.0,0.44444445
42170.453,1.0,0.055555556,1578.0,87.666664,1008.0,56.0,782.0,43.444443,30.0,1.6666666,1.0,0.055555556,16.0,0.8888889,0.0,0.0,14.0,0.7777778
42745.824,1.0,0.055555556,1558.0,86.55556,970.0,53.88889,818.0,45.444443,29.0,1.6111112,1.0,0.055555556,17.0,0.9444444,1.0,0.055555556,11.0,0.6111111
48126.742,2.0,0.11111111,1696.0,94.22222,994.0,55.22222,798.0,44.333332,36.0,2.0,1.0,0.055555556,25.0,1.3888888,0.0,0.0,11.0,0.6111111
58595.184,2.0,0.11111111,2003.0,111.27778,719.0,39.944443,1066.0,59.22222,52.0,2.8888888,2.0,0.11111111,32.0,1.7777778,4.0,0.22222222,14.0,0.7777778
