Total fitness,Total levels ended,Avg.levels ended,Total cells passed,Avg. cells passed,Total time spent,Avg. time spent,Total time left,Avg. time left,Total kills,Avg. kills,Total items collected,Avg. itmes collected,Total kills by fire,Avg. kills by fire,Total kills by shell,Avg. kills by shell,Total kills by stomp,Avg. kills by stomp
57913.24,1.0,0.055555556,2218.0,123.22222,1089.0,60.5,701.0,38.944443,39.0,2.1666667,1.0,0.055555556,32.0,1.7777778,0.0,0.0,7.0,0.3888889
65716.43,2.0,0.11111111,2346.0,130.33333,963.0,53.5,825.0,45.833332,43.0,2.3888888,1.0,0.055555556,40.0,2.2222223,0.0,0.0,3.0,0.16666667
47392.77,2.0,0.11111111,1767.0,98.166664,988.0,54.88889,799.0,44.38889,22.0,1.2222222,0.0,0.0,17.0,0.9444444,0.0,0.0,5.0,0.2777778
43403.008,1.0,0.055555556,1648.0,91.55556,1099.0,61.055557,693.0,38.5,22.0,1.2222222,0.0,0.0,17.0,0.9444444,1.0,0.055555556,3.0,0.16666667
44163.234,2.0,0.11111111,1550.0,86.111115,849.0,47.166668,939.0,52.166668,31.0,1.7222222,0.0,0.0,28.0,1.5555556,0.0,0.0,3.0,0.16666667
52496.418,1.0,0.055555556,2048.0,113.77778,1143.0,63.5,650.0,36.11111,30.0,1.6666666,2.0,0.11111111,25.0,1.3888888,2.0,0.11111111,3.0,0.16666667
52242.43,2.0,0.11111111,1952.0,108.44444,1061.0,58.944443,727.0,40.38889,40.0,2.2222223,3.0,0.16666667,31.0,1.7222222,2.0,0.11111111,7.0,0.3888889
53580.133,1.0,0.055555556,2010.0,111.666664,1031.0,57.27778,762.0,42.333332,41.0,2.2777777,3.0,0.16666667,25.0,1.3888888,0.0,0.0,16.0,0.8888889
61201.86,5.0,0.2777778,2154.0,119.666664,1122.0,62.333332,666.0,37.0,26.0,1.4444444,1.0,0.055555556,20.0,1.1111112,0.0,0.0,6.0,0.33333334
55531.477,2.0,0.11111111,2145.0,119.166664,1035.0,57.5,754.0,41.88889,38.0,2.1111112,3.0,0.16666667,22.0,1.2222222,4.0,0.22222222,12.0,0.6666667
57583.035,3.0,0.16666667,2080.0,115.55556,759.0,42.166668,1026.0,57.0,43.0,2.3888888,0.0,0.0,27.0,1.5,1.0,0.055555556,15.0,0.8333333
57562.504,2.0,0.11111111,2161.0,120.05556,992.0,55.11111,796.0,44.22222,61.0,3.3888888,2.0,0.11111111,39.0,2.1666667,8.0,0.44444445,14.0,0.7777778
48797.625,3.0,0.16666667,1828.0,101.55556,1103.0,61.27778,687.0,38.166668,33.0,1.8333334,0.0,0.0,21.0,1.1666666,1.0,0.055555556,11.0,0.6111111
55491.58,2.0,0.11111111,2133.0,118.5,981.0,54.5,809.0,44.944443,36.0,2.0,2.0,0.11111111,21.0,1.1666666,2.0,0.11111111,13.0,0.7222222
59802.03,3.0,0.16666667,2209.0,122.72222,955.0,53.055557,831.0,46.166668,24.0,1.3333334,0.0,0.0,16.0,0.8888889,0.0,0.0,8.0,0.44444445
55380.008,2.0,0.11111111,1833.0,101.833336,770.0,42.77778,1018.0,56.555557,52.0,2.8888888,1.0,0.055555556,39.0,2.1666667,3.0,0.16666667,10.0,0.5555556
50152.69,1.0,0.055555556,1924.0,106.888885,888.0,49.333332,899.0,49.944443,39.0,2.1666667,2.0,0.11111111,29.0,1.6111112,0.0,0.0,10.0,0.5555556
50853.07,3.0,0.16666667,1825.0,101.388885,1119.0,62.166668,671.0,37.27778,37.0,2.0555556,0.0,0.0,24.0,1.3333334,3.0,0.16666667,10.0,0.5555556
54332.684,3.0,0.16666667,1985.0,110.27778,1025.0,56.944443,765.0,42.5,47.0,2.6111112,0.0,0.0,36.0,2.0,1.0,0.055555556,9.0,0.5
56574.723,2.0,0.11111111,2060.0,114.44444,1060.0,58.88889,733.0,40.72222,60.0,3.3333333,0.0,0.0,47.0,2.6111112,0.0,0.0,13.0,0.7222222
