Total fitness,Total levels ended,Avg.levels ended,Total cells passed,Avg. cells passed,Total time spent,Avg. time spent,Total time left,Avg. time left,Total kills,Avg. kills,Total items collected,Avg. itmes collected,Total kills by fire,Avg. kills by fire,Total kills by shell,Avg. kills by shell,Total kills by stomp,Avg. kills by stomp
55046.445,1.0,0.055555556,2032.0,112.888885,1032.0,57.333332,756.0,42.0,43.0,2.3888888,1.0,0.055555556,29.0,1.6111112,2.0,0.11111111,12.0,0.6666667
57446.414,1.0,0.055555556,2171.0,120.611115,1039.0,57.72222,749.0,41.61111,54.0,3.0,1.0,0.055555556,36.0,2.0,4.0,0.22222222,14.0,0.7777778
49571.734,2.0,0.11111111,1863.0,103.5,1104.0,61.333332,686.0,38.11111,30.0,1.6666666,0.0,0.0,19.0,1.0555556,1.0,0.055555556,10.0,0.5555556
39940.02,0.0,0.0,1561.0,86.72222,973.0,54.055557,817.0,45.38889,18.0,1.0,1.0,0.055555556,7.0,0.3888889,2.0,0.11111111,9.0,0.5
45788.32,2.0,0.11111111,1652.0,91.77778,992.0,55.11111,798.0,44.333332,34.0,1.8888888,1.0,0.055555556,27.0,1.5,1.0,0.055555556,6.0,0.33333334
50619.61,1.0,0.055555556,1963.0,109.05556,1056.0,58.666668,733.0,40.72222,35.0,1.9444444,1.0,0.055555556,24.0,1.3333334,0.0,0.0,11.0,0.6111111
50237.523,1.0,0.055555556,1934.0,107.44444,1070.0,59.444443,722.0,40.11111,35.0,1.9444444,2.0,0.11111111,21.0,1.1666666,0.0,0.0,14.0,0.7777778
52821.38,2.0,0.11111111,1963.0,109.05556,1089.0,60.5,699.0,38.833332,41.0,2.2777777,5.0,0.2777778,25.0,1.3888888,2.0,0.11111111,14.0,0.7777778
49990.816,2.0,0.11111111,1881.0,104.5,1333.0,74.05556,459.0,25.5,31.0,1.7222222,1.0,0.055555556,22.0,1.2222222,1.0,0.055555556,8.0,0.44444445
50286.62,1.0,0.055555556,1926.0,107.0,1250.0,69.44444,542.0,30.11111,43.0,2.3888888,5.0,0.2777778,33.0,1.8333334,0.0,0.0,10.0,0.5555556
56375.785,2.0,0.11111111,2092.0,116.22222,942.0,52.333332,847.0,47.055557,59.0,3.2777777,1.0,0.055555556,35.0,1.9444444,6.0,0.33333334,17.0,0.9444444
52191.91,1.0,0.055555556,2028.0,112.666664,1245.0,69.166664,546.0,30.333334,61.0,3.3888888,7.0,0.3888889,42.0,2.3333333,0.0,0.0,19.0,1.0555556
49261.938,3.0,0.16666667,1874.0,104.111115,1218.0,67.666664,572.0,31.777779,37.0,2.0555556,2.0,0.11111111,23.0,1.2777778,0.0,0.0,14.0,0.7777778
54574.97,1.0,0.055555556,2114.0,117.44444,1074.0,59.666668,714.0,39.666668,45.0,2.5,3.0,0.16666667,23.0,1.2777778,1.0,0.055555556,20.0,1.1111112
57121.64,2.0,0.11111111,2170.0,120.55556,1122.0,62.333332,665.0,36.944443,32.0,1.7777778,1.0,0.055555556,23.0,1.2777778,0.0,0.0,9.0,0.5
58617.027,1.0,0.055555556,2052.0,114.0,985.0,54.72222,805.0,44.72222,63.0,3.5,5.0,0.2777778,45.0,2.5,1.0,0.055555556,17.0,0.9444444
48564.508,1.0,0.055555556,1860.0,103.333336,1096.0,60.88889,695.0,38.61111,42.0,2.3333333,4.0,0.22222222,25.0,1.3888888,5.0,0.2777778,12.0,0.6666667
43095.926,2.0,0.11111111,1553.0,86.27778,1206.0,67.0,587.0,32.61111,28.0,1.5555556,2.0,0.11111111,19.0,1.0555556,0.0,0.0,9.0,0.5
46953.793,1.0,0.055555556,1719.0,95.5,919.0,51.055557,869.0,48.27778,38.0,2.1111112,0.0,0.0,31.0,1.7222222,0.0,0.0,7.0,0.3888889
50518.65,1.0,0.055555556,1826.0,101.44444,943.0,52.38889,846.0,47.0,51.0,2.8333333,1.0,0.055555556,31.0,1.7222222,1.0,0.055555556,19.0,1.0555556
