Total fitness,Total levels ended,Avg.levels ended,Total cells passed,Avg. cells passed,Total time spent,Avg. time spent,Total time left,Avg. time left,Total kills,Avg. kills,Total items collected,Avg. itmes collected,Total kills by fire,Avg. kills by fire,Total kills by shell,Avg. kills by shell,Total kills by stomp,Avg. kills by stomp
54958.12,0.0,0.0,2120.0,117.77778,936.0,52.0,853.0,47.38889,33.0,1.8333334,1.0,0.055555556,23.0,1.2777778,0.0,0.0,10.0,0.5555556
63467.1,1.0,0.055555556,2416.0,134.22223,1076.0,59.77778,712.0,39.555557,36.0,2.0,3.0,0.16666667,23.0,1.2777778,0.0,0.0,13.0,0.7222222
52181.785,3.0,0.16666667,1938.0,107.666664,1032.0,57.333332,757.0,42.055557,21.0,1.1666666,3.0,0.16666667,13.0,0.7222222,0.0,0.0,8.0,0.44444445
43542.625,1.0,0.055555556,1566.0,87.0,758.0,42.11111,1029.0,57.166668,17.0,0.9444444,0.0,0.0,14.0,0.7777778,2.0,0.11111111,1.0,0.055555556
39663.816,1.0,0.055555556,1494.0,83.0,847.0,47.055557,944.0,52.444443,16.0,0.8888889,0.0,0.0,9.0,0.5,0.0,0.0,7.0,0.3888889
51858.97,2.0,0.11111111,2008.0,111.55556,1056.0,58.666668,732.0,40.666668,30.0,1.6666666,1.0,0.055555556,13.0,0.7222222,5.0,0.2777778,12.0,0.6666667
51104.766,1.0,0.055555556,2022.0,112.333336,972.0,54.0,817.0,45.38889,23.0,1.2777778,3.0,0.16666667,16.0,0.8888889,0.0,0.0,7.0,0.3888889
51473.438,1.0,0.055555556,1907.0,105.94444,1009.0,56.055557,781.0,43.38889,43.0,2.3888888,2.0,0.11111111,25.0,1.3888888,4.0,0.22222222,14.0,0.7777778
62297.605,4.0,0.22222222,2301.0,127.833336,1161.0,64.5,626.0,34.77778,35.0,1.9444444,2.0,0.11111111,26.0,1.4444444,0.0,0.0,9.0,0.5
53412.76,1.0,0.055555556,2052.0,114.0,1029.0,57.166668,760.0,42.22222,28.0,1.5555556,2.0,0.11111111,21.0,1.1666666,1.0,0.055555556,6.0,0.33333334
56254.85,4.0,0.22222222,2063.0,114.611115,864.0,48.0,922.0,51.22222,37.0,2.0555556,0.0,0.0,22.0,1.2222222,0.0,0.0,15.0,0.8333333
49885.9,2.0,0.11111111,1787.0,99.27778,823.0,45.72222,962.0,53.444443,33.0,1.8333334,1.0,0.055555556,14.0,0.7777778,4.0,0.22222222,15.0,0.8333333
44032.223,2.0,0.11111111,1699.0,94.388885,1096.0,60.88889,693.0,38.5,25.0,1.3888888,0.0,0.0,17.0,0.9444444,0.0,0.0,8.0,0.44444445
46484.54,1.0,0.055555556,1670.0,92.77778,866.0,48.11111,924.0,51.333332,31.0,1.7222222,1.0,0.055555556,14.0,0.7777778,1.0,0.055555556,15.0,0.8333333
59222.9,3.0,0.16666667,2267.0,125.94444,1212.0,67.333336,579.0,32.166668,28.0,1.5555556,5.0,0.2777778,19.0,1.0555556,1.0,0.055555556,8.0,0.44444445
58685.52,2.0,0.11111111,2022.0,112.333336,884.0,49.11111,903.0,50.166668,49.0,2.7222223,2.0,0.11111111,28.0,1.5555556,6.0,0.33333334,15.0,0.8333333
51490.97,1.0,0.055555556,2070.0,115.0,1060.0,58.88889,732.0,40.666668,36.0,2.0,2.0,0.11111111,20.0,1.1111112,3.0,0.16666667,13.0,0.7222222
47284.36,2.0,0.11111111,1657.0,92.05556,925.0,51.38889,864.0,48.0,27.0,1.5,1.0,0.055555556,19.0,1.0555556,0.0,0.0,8.0,0.44444445
54637.477,2.0,0.11111111,2009.0,111.611115,939.0,52.166668,853.0,47.38889,35.0,1.9444444,1.0,0.055555556,29.0,1.6111112,0.0,0.0,6.0,0.33333334
53723.414,1.0,0.055555556,2002.0,111.22222,991.0,55.055557,795.0,44.166668,38.0,2.1111112,0.0,0.0,23.0,1.2777778,0.0,0.0,15.0,0.8333333
