Total fitness,Total levels ended,Avg.levels ended,Total cells passed,Avg. cells passed,Total time spent,Avg. time spent,Total time left,Avg. time left,Total kills,Avg. kills,Total items collected,Avg. itmes collected,Total kills by fire,Avg. kills by fire,Total kills by shell,Avg. kills by shell,Total kills by stomp,Avg. kills by stomp
55241.363,0.0,0.0,2129.0,118.27778,1065.0,59.166668,722.0,40.11111,41.0,2.2777777,0.0,0.0,33.0,1.8333334,2.0,0.11111111,6.0,0.33333334
64450.605,1.0,0.055555556,2418.0,134.33333,1067.0,59.27778,724.0,40.22222,47.0,2.6111112,1.0,0.055555556,39.0,2.1666667,0.0,0.0,8.0,0.44444445
49673.07,2.0,0.11111111,1811.0,100.611115,843.0,46.833332,944.0,52.444443,26.0,1.4444444,0.0,0.0,22.0,1.2222222,0.0,0.0,4.0,0.22222222
38755.543,1.0,0.055555556,1442.0,80.111115,1027.0,57.055557,763.0,42.38889,17.0,0.9444444,0.0,0.0,15.0,0.8333333,0.0,0.0,2.0,0.11111111
43072.61,2.0,0.11111111,1573.0,87.388885,845.0,46.944443,942.0,52.333332,20.0,1.1111112,0.0,0.0,18.0,1.0,0.0,0.0,2.0,0.11111111
52427.38,1.0,0.055555556,1997.0,110.94444,1056.0,58.666668,735.0,40.833332,41.0,2.2777777,1.0,0.055555556,33.0,1.8333334,0.0,0.0,8.0,0.44444445
46482.14,1.0,0.055555556,1769.0,98.27778,951.0,52.833332,837.0,46.5,26.0,1.4444444,0.0,0.0,13.0,0.7222222,3.0,0.16666667,10.0,0.5555556
57469.977,1.0,0.055555556,2232.0,124.0,1071.0,59.5,719.0,39.944443,46.0,2.5555556,4.0,0.22222222,28.0,1.5555556,3.0,0.16666667,15.0,0.8333333
63500.0,5.0,0.2777778,2246.0,124.77778,1127.0,62.61111,661.0,36.72222,36.0,2.0,1.0,0.055555556,27.0,1.5,0.0,0.0,9.0,0.5
53401.812,1.0,0.055555556,2079.0,115.5,1098.0,61.0,691.0,38.38889,42.0,2.3333333,5.0,0.2777778,31.0,1.7222222,0.0,0.0,11.0,0.6111111
59245.035,2.0,0.11111111,2263.0,125.72222,1089.0,60.5,701.0,38.944443,58.0,3.2222223,0.0,0.0,36.0,2.0,4.0,0.22222222,18.0,1.0
53235.39,2.0,0.11111111,2014.0,111.888885,1043.0,57.944443,744.0,41.333332,54.0,3.0,2.0,0.11111111,34.0,1.8888888,2.0,0.11111111,18.0,1.0
49854.55,3.0,0.16666667,1906.0,105.888885,1218.0,67.666664,573.0,31.833334,35.0,1.9444444,0.0,0.0,29.0,1.6111112,0.0,0.0,6.0,0.33333334
52390.164,1.0,0.055555556,1991.0,110.611115,954.0,53.0,835.0,46.38889,42.0,2.3333333,1.0,0.055555556,19.0,1.0555556,4.0,0.22222222,19.0,1.0555556
55421.293,2.0,0.11111111,2018.0,112.111115,1144.0,63.555557,647.0,35.944443,36.0,2.0,1.0,0.055555556,31.0,1.7222222,0.0,0.0,5.0,0.2777778
68513.69,2.0,0.11111111,2510.0,139.44444,1050.0,58.333332,740.0,41.11111,71.0,3.9444444,5.0,0.2777778,49.0,2.7222223,4.0,0.22222222,18.0,1.0
49709.977,0.0,0.0,1962.0,109.0,1017.0,56.5,772.0,42.88889,43.0,2.3888888,2.0,0.11111111,27.0,1.5,2.0,0.11111111,14.0,0.7777778
48096.652,3.0,0.16666667,1714.0,95.22222,1031.0,57.27778,758.0,42.11111,28.0,1.5555556,0.0,0.0,23.0,1.2777778,0.0,0.0,5.0,0.2777778
55532.1,3.0,0.16666667,2015.0,111.94444,963.0,53.5,826.0,45.88889,47.0,2.6111112,0.0,0.0,33.0,1.8333334,4.0,0.22222222,9.0,0.5
51958.84,1.0,0.055555556,1835.0,101.94444,937.0,52.055557,851.0,47.27778,52.0,2.8888888,3.0,0.16666667,45.0,2.5,0.0,0.0,7.0,0.3888889
