0	415	162.806	99	277	108.704	66
1	328	160.388	80	223	102.206	15
2	328	157.708	75	209	97.18	8
3	292	159.822	92	172	97.71	12
4	308	168.498	77	161	96.714	9
5	350	176.56	83	165	97.692	10
6	350	182.704	93	163	97.376	12
7	350	189.416	95	169	96.56	12
8	350	198.38	101	170	99.16	11
9	374	202.986	99	170	101.732	11
10	396	221.4	107	168	101.752	13
11	412	235.28	91	169	98.808	12
12	437	248.174	98	155	101.042	13
13	437	255.258	114	155	100.512	14
14	503	253.222	102	159	99.472	12
15	515	262.498	102	159	99.808	12
16	493	261.062	117	137	98.3	12
17	493	264.522	90	141	99.676	14
18	480	274.008	84	155	97.408	10
19	530	262.366	97	132	97.53	14
20	532	266.308	82	148	94.516	13
21	520	267.744	89	143	97.02	12
22	541	273.22	97	132	97.702	15
23	544	278.398	113	158	96.054	12
24	567	303.23	142	160	96.402	12
25	610	304.594	142	133	97.984	17
