Total fitness,Total levels ended,Avg.levels ended,Total cells passed,Avg. cells passed,Total time spent,Avg. time spent,Total time left,Avg. time left,Total kills,Avg. kills,Total items collected,Avg. itmes collected,Total kills by fire,Avg. kills by fire,Total kills by shell,Avg. kills by shell,Total kills by stomp,Avg. kills by stomp
52504.21,0.0,0.0,2034.0,113.0,1208.0,67.111115,582.0,32.333332,39.0,2.1666667,4.0,0.22222222,26.0,1.4444444,1.0,0.055555556,12.0,0.6666667
56779.605,0.0,0.0,2071.0,115.05556,1012.0,56.22222,776.0,43.11111,32.0,1.7777778,6.0,0.33333334,18.0,1.0,2.0,0.11111111,12.0,0.6666667
48058.4,2.0,0.11111111,1796.0,99.77778,1021.0,56.72222,767.0,42.61111,23.0,1.2777778,2.0,0.11111111,13.0,0.7222222,2.0,0.11111111,8.0,0.44444445
39896.426,1.0,0.055555556,1370.0,76.111115,798.0,44.333332,990.0,55.0,13.0,0.7222222,2.0,0.11111111,7.0,0.3888889,0.0,0.0,6.0,0.33333334
45278.082,2.0,0.11111111,1606.0,89.22222,830.0,46.11111,958.0,53.22222,30.0,1.6666666,3.0,0.16666667,16.0,0.8888889,1.0,0.055555556,13.0,0.7222222
57664.094,2.0,0.11111111,2149.0,119.388885,1012.0,56.22222,777.0,43.166668,39.0,2.1666667,7.0,0.3888889,26.0,1.4444444,4.0,0.22222222,9.0,0.5
48070.0,1.0,0.055555556,1799.0,99.94444,874.0,48.555557,914.0,50.77778,27.0,1.5,5.0,0.2777778,15.0,0.8333333,1.0,0.055555556,11.0,0.6111111
50035.4,2.0,0.11111111,1715.0,95.27778,772.0,42.88889,1015.0,56.38889,35.0,1.9444444,5.0,0.2777778,23.0,1.2777778,2.0,0.11111111,10.0,0.5555556
53949.95,2.0,0.11111111,1964.0,109.111115,1016.0,56.444443,772.0,42.88889,21.0,1.1666666,2.0,0.11111111,12.0,0.6666667,0.0,0.0,9.0,0.5
49095.9,1.0,0.055555556,1797.0,99.833336,965.0,53.61111,823.0,45.72222,32.0,1.7777778,7.0,0.3888889,23.0,1.2777778,0.0,0.0,9.0,0.5
60800.875,2.0,0.11111111,2319.0,128.83333,982.0,54.555557,802.0,44.555557,53.0,2.9444444,4.0,0.22222222,31.0,1.7222222,7.0,0.3888889,15.0,0.8333333
48767.68,1.0,0.055555556,1816.0,100.888885,901.0,50.055557,884.0,49.11111,41.0,2.2777777,0.0,0.0,18.0,1.0,4.0,0.22222222,19.0,1.0555556
50029.312,2.0,0.11111111,2020.0,112.22222,1326.0,73.666664,467.0,25.944445,36.0,2.0,7.0,0.3888889,10.0,0.5555556,7.0,0.3888889,19.0,1.0555556
59095.312,2.0,0.11111111,2237.0,124.27778,1096.0,60.88889,691.0,38.38889,53.0,2.9444444,1.0,0.055555556,24.0,1.3333334,8.0,0.44444445,20.0,1.1111112
56554.445,2.0,0.11111111,2187.0,121.5,1233.0,68.5,556.0,30.88889,31.0,1.7222222,3.0,0.16666667,22.0,1.2222222,0.0,0.0,9.0,0.5
49729.355,1.0,0.055555556,1667.0,92.611115,766.0,42.555557,1021.0,56.72222,42.0,2.3333333,3.0,0.16666667,19.0,1.0555556,7.0,0.3888889,16.0,0.8888889
45130.992,1.0,0.055555556,1771.0,98.388885,1045.0,58.055557,747.0,41.5,35.0,1.9444444,6.0,0.33333334,16.0,0.8888889,1.0,0.055555556,18.0,1.0
45384.83,1.0,0.055555556,1620.0,90.0,1139.0,63.27778,652.0,36.22222,35.0,1.9444444,3.0,0.16666667,16.0,0.8888889,7.0,0.3888889,12.0,0.6666667
51168.598,2.0,0.11111111,1823.0,101.27778,931.0,51.72222,858.0,47.666668,38.0,2.1111112,7.0,0.3888889,25.0,1.3888888,3.0,0.16666667,10.0,0.5555556
56845.027,2.0,0.11111111,2073.0,115.166664,907.0,50.38889,881.0,48.944443,52.0,2.8888888,4.0,0.22222222,26.0,1.4444444,6.0,0.33333334,20.0,1.1111112
