0	0
0	41080.550000000000000710542735760100
1	42396.900000000000002131628207280301
2	43434.000000000000003552713678800501
3	44345.475000000000001421085471520200
4	45225.112499999999997157829056959599
5	45354.662499999999997868371792719699
6	45854.850000000000001421085471520200
7	46209.987500000000000710542735760100
8	46658.462499999999998578914528479800
9	47221.150000000000002131628207280301
10	47517.912500000000001421085471520200
11	47947.475000000000001421085471520200
12	48229.837499999999998578914528479800
13	48487.674999999999997157829056959599
14	48635.387499999999999289457264239900
15	48979.537499999999997868371792719699
16	49116.537499999999994315658113919199
17	49468.074999999999999289457264239900
18	49585.512500000000002842170943040401
19	49691.325000000000002842170943040401
20	49718.562500000000003552713678800501
21	49770.199999999999999289457264239900
22	49861.924999999999997157829056959599
23	49870.075000000000002842170943040401
24	50045.274999999999998578914528479800
25	50354.762499999999999289457264239900
26	50365.762499999999999289457264239900
27	50491.324999999999999289457264239900
28	50659.724999999999997868371792719699
29	50692.724999999999997868371792719699
30	50702.625000000000000000000000000000
31	50886.037500000000001421085471520200
32	50900.774999999999998578914528479800
33	50927.037500000000001421085471520200
34	50949.112500000000000710542735760100
35	50953.200000000000002842170943040401
36	51050.950000000000002842170943040401
37	51058.400000000000005684341886080801
38	51104.312500000000003552713678800501
39	51104.312500000000003552713678800501
40	51166.024999999999998578914528479800
41	51179.062500000000000000000000000000
42	51202.962500000000002131628207280301
43	51204.037500000000001421085471520200
44	51230.687500000000000000000000000000
45	51235.437500000000000000000000000000
46	51238.175000000000000710542735760100
47	51328.237500000000000710542735760100
48	51332.237500000000000710542735760100
49	51337.737500000000000710542735760100
50	51380.100000000000001421085471520200
51	51433.774999999999998578914528479800
52	51797.899999999999998578914528479800
53	51797.899999999999998578914528479800
54	51798.774999999999998578914528479800
55	52051.587499999999998578914528479800
56	52057.162499999999997868371792719699
57	52130.875000000000000000000000000000
58	52130.875000000000000000000000000000
59	52131.875000000000000000000000000000
60	52131.950000000000002842170943040401
61	52135.012500000000002842170943040401
62	52135.012500000000002842170943040401
63	52135.012500000000002842170943040401
64	52216.000000000000000000000000000000
65	52216.000000000000000000000000000000
66	52216.000000000000000000000000000000
67	52222.750000000000000000000000000000
68	52224.287500000000001421085471520200
69	52345.449999999999999289457264239900
70	52362.387499999999999289457264239900
71	52362.387499999999999289457264239900
72	52363.524999999999998578914528479800
73	52363.524999999999998578914528479800
74	52363.524999999999998578914528479800
75	52363.524999999999998578914528479800
76	52364.524999999999998578914528479800
77	52367.312500000000000000000000000000
78	52367.312500000000000000000000000000
79	52367.312500000000000000000000000000
80	52372.524999999999998578914528479800
81	52372.675000000000000710542735760100
82	52372.675000000000000710542735760100
83	52376.675000000000000710542735760100
84	52376.675000000000000710542735760100
85	52376.750000000000000000000000000000
86	52638.824999999999999289457264239900
87	52638.824999999999999289457264239900
88	52638.824999999999999289457264239900
89	52642.850000000000001421085471520200
90	52651.612500000000000710542735760100
91	52651.612500000000000710542735760100
92	52652.599999999999997868371792719699
93	52657.599999999999997868371792719699
94	52667.125000000000000000000000000000
95	52669.550000000000000710542735760100
96	52680.537499999999997868371792719699
97	52687.074999999999999289457264239900
98	52687.074999999999999289457264239900
99	52687.074999999999999289457264239900
100	52690.250000000000000000000000000000
101	52694.250000000000000000000000000000
102	52708.699999999999999289457264239900
103	52708.699999999999999289457264239900
104	52712.937500000000000000000000000000
105	52712.937500000000000000000000000000
106	53013.474999999999997868371792719699
107	53021.737499999999997157829056959599
108	53021.737499999999997157829056959599
109	53022.737499999999997157829056959599
110	53022.737499999999997157829056959599
111	53022.737499999999997157829056959599
112	53022.737499999999997157829056959599
113	53022.737499999999997157829056959599
114	53022.737499999999997157829056959599
115	53022.737499999999997157829056959599
116	53022.737499999999997157829056959599
117	53022.737499999999997157829056959599
118	53022.737499999999997157829056959599
119	53022.737499999999997157829056959599
120	53022.737499999999997157829056959599
121	53022.737499999999997157829056959599
122	53022.737499999999997157829056959599
123	53022.737499999999997157829056959599
