Total fitness,Total levels ended,Avg.levels ended,Total cells passed,Avg. cells passed,Total time spent,Avg. time spent,Total time left,Avg. time left,Total kills,Avg. kills,Total items collected,Avg. itmes collected,Total kills by fire,Avg. kills by fire,Total kills by shell,Avg. kills by shell,Total kills by stomp,Avg. kills by stomp
55182.36,0.0,0.0,2115.0,117.5,1029.0,57.166668,762.0,42.333332,32.0,1.7777778,2.0,0.11111111,29.0,1.6111112,0.0,0.0,3.0,0.16666667
66073.05,2.0,0.11111111,2387.0,132.61111,1156.0,64.22222,632.0,35.11111,59.0,3.2777777,1.0,0.055555556,43.0,2.3888888,3.0,0.16666667,11.0,0.6111111
55641.0,3.0,0.16666667,2102.0,116.77778,1085.0,60.27778,702.0,39.0,27.0,1.5,1.0,0.055555556,23.0,1.2777778,0.0,0.0,4.0,0.22222222
42027.906,1.0,0.055555556,1515.0,84.166664,957.0,53.166668,833.0,46.27778,18.0,1.0,0.0,0.0,13.0,0.7222222,0.0,0.0,5.0,0.2777778
44196.664,2.0,0.11111111,1598.0,88.77778,901.0,50.055557,889.0,49.38889,27.0,1.5,0.0,0.0,25.0,1.3888888,0.0,0.0,2.0,0.11111111
49741.918,1.0,0.055555556,1826.0,101.44444,1032.0,57.333332,759.0,42.166668,42.0,2.3333333,0.0,0.0,36.0,2.0,0.0,0.0,6.0,0.33333334
48493.04,1.0,0.055555556,1903.0,105.72222,1068.0,59.333332,720.0,40.0,41.0,2.2777777,2.0,0.11111111,24.0,1.3333334,5.0,0.2777778,12.0,0.6666667
48619.58,1.0,0.055555556,1755.0,97.5,837.0,46.5,952.0,52.88889,28.0,1.5555556,2.0,0.11111111,24.0,1.3333334,1.0,0.055555556,3.0,0.16666667
65690.586,5.0,0.2777778,2382.0,132.33333,1240.0,68.888885,550.0,30.555555,38.0,2.1111112,2.0,0.11111111,31.0,1.7222222,0.0,0.0,7.0,0.3888889
54245.594,1.0,0.055555556,2084.0,115.77778,889.0,49.38889,899.0,49.944443,34.0,1.8888888,2.0,0.11111111,30.0,1.6666666,0.0,0.0,4.0,0.22222222
59204.055,3.0,0.16666667,2306.0,128.11111,1184.0,65.77778,605.0,33.61111,55.0,3.0555556,2.0,0.11111111,42.0,2.3333333,1.0,0.055555556,12.0,0.6666667
56202.94,2.0,0.11111111,2228.0,123.77778,1165.0,64.72222,623.0,34.61111,57.0,3.1666667,2.0,0.11111111,43.0,2.3888888,1.0,0.055555556,13.0,0.7222222
48030.426,3.0,0.16666667,1874.0,104.111115,1190.0,66.111115,600.0,33.333332,29.0,1.6111112,0.0,0.0,23.0,1.2777778,0.0,0.0,6.0,0.33333334
51528.184,1.0,0.055555556,2027.0,112.611115,1107.0,61.5,684.0,38.0,31.0,1.7222222,0.0,0.0,18.0,1.0,0.0,0.0,13.0,0.7222222
60328.03,3.0,0.16666667,2255.0,125.27778,1174.0,65.22222,614.0,34.11111,32.0,1.7777778,3.0,0.16666667,24.0,1.3333334,0.0,0.0,8.0,0.44444445
57667.51,1.0,0.055555556,2113.0,117.388885,1032.0,57.333332,756.0,42.0,61.0,3.3888888,1.0,0.055555556,48.0,2.6666667,0.0,0.0,13.0,0.7222222
49838.074,1.0,0.055555556,1933.0,107.388885,1080.0,60.0,709.0,39.38889,37.0,2.0555556,3.0,0.16666667,29.0,1.6111112,0.0,0.0,8.0,0.44444445
49059.723,2.0,0.11111111,1729.0,96.05556,1225.0,68.05556,568.0,31.555555,45.0,2.5,3.0,0.16666667,32.0,1.7777778,4.0,0.22222222,9.0,0.5
55447.133,3.0,0.16666667,1949.0,108.27778,849.0,47.166668,937.0,52.055557,48.0,2.6666667,0.0,0.0,38.0,2.1111112,2.0,0.11111111,8.0,0.44444445
55823.707,2.0,0.11111111,1990.0,110.55556,974.0,54.11111,816.0,45.333332,53.0,2.9444444,0.0,0.0,38.0,2.1111112,1.0,0.055555556,13.0,0.7222222
