Total fitness,Total levels ended,Avg.levels ended,Total cells passed,Avg. cells passed,Total time spent,Avg. time spent,Total time left,Avg. time left,Total kills,Avg. kills,Total items collected,Avg. itmes collected,Total kills by fire,Avg. kills by fire,Total kills by shell,Avg. kills by shell,Total kills by stomp,Avg. kills by stomp
55257.22,0.0,0.0,2124.0,118.0,1082.0,60.11111,709.0,39.38889,34.0,1.8888888,1.0,0.055555556,26.0,1.4444444,1.0,0.055555556,7.0,0.3888889
63794.496,1.0,0.055555556,2344.0,130.22223,1029.0,57.166668,759.0,42.166668,46.0,2.5555556,1.0,0.055555556,35.0,1.9444444,1.0,0.055555556,9.0,0.5
47843.57,2.0,0.11111111,1819.0,101.05556,981.0,54.5,807.0,44.833332,15.0,0.8333333,3.0,0.16666667,11.0,0.6111111,0.0,0.0,4.0,0.22222222
36448.594,1.0,0.055555556,1305.0,72.5,953.0,52.944443,838.0,46.555557,10.0,0.5555556,0.0,0.0,7.0,0.3888889,0.0,0.0,3.0,0.16666667
44831.43,1.0,0.055555556,1698.0,94.333336,803.0,44.61111,984.0,54.666668,27.0,1.5,1.0,0.055555556,19.0,1.0555556,1.0,0.055555556,7.0,0.3888889
55474.074,1.0,0.055555556,2189.0,121.611115,1241.0,68.94444,552.0,30.666666,43.0,2.3888888,2.0,0.11111111,35.0,1.9444444,0.0,0.0,8.0,0.44444445
49995.984,2.0,0.11111111,1835.0,101.94444,1051.0,58.38889,737.0,40.944443,41.0,2.2777777,2.0,0.11111111,33.0,1.8333334,2.0,0.11111111,6.0,0.33333334
53320.77,1.0,0.055555556,2098.0,116.55556,1098.0,61.0,691.0,38.38889,41.0,2.2777777,3.0,0.16666667,30.0,1.6666666,0.0,0.0,11.0,0.6111111
61239.625,4.0,0.22222222,2244.0,124.666664,1098.0,61.0,690.0,38.333332,30.0,1.6666666,4.0,0.22222222,20.0,1.1111112,0.0,0.0,10.0,0.5555556
56118.1,2.0,0.11111111,2151.0,119.5,1026.0,57.0,762.0,42.333332,43.0,2.3888888,3.0,0.16666667,35.0,1.9444444,0.0,0.0,8.0,0.44444445
53398.58,2.0,0.11111111,1986.0,110.333336,905.0,50.27778,880.0,48.88889,42.0,2.3333333,1.0,0.055555556,34.0,1.8888888,0.0,0.0,8.0,0.44444445
54836.06,2.0,0.11111111,1989.0,110.5,770.0,42.77778,1014.0,56.333332,50.0,2.7777777,2.0,0.11111111,32.0,1.7777778,3.0,0.16666667,14.0,0.7777778
48482.953,3.0,0.16666667,1870.0,103.888885,978.0,54.333332,810.0,45.0,29.0,1.6111112,0.0,0.0,21.0,1.1666666,0.0,0.0,8.0,0.44444445
48850.266,1.0,0.055555556,1800.0,100.0,934.0,51.88889,856.0,47.555557,43.0,2.3888888,3.0,0.16666667,25.0,1.3888888,2.0,0.11111111,15.0,0.8333333
56640.332,2.0,0.11111111,2094.0,116.333336,1056.0,58.666668,731.0,40.61111,27.0,1.5,2.0,0.11111111,23.0,1.2777778,0.0,0.0,4.0,0.22222222
57696.137,2.0,0.11111111,1970.0,109.44444,839.0,46.61111,948.0,52.666668,50.0,2.7777777,2.0,0.11111111,33.0,1.8333334,1.0,0.055555556,16.0,0.8888889
47931.188,1.0,0.055555556,1850.0,102.77778,1025.0,56.944443,764.0,42.444443,42.0,2.3333333,2.0,0.11111111,33.0,1.8333334,0.0,0.0,9.0,0.5
50029.97,3.0,0.16666667,1761.0,97.833336,1094.0,60.77778,698.0,38.77778,33.0,1.8333334,0.0,0.0,26.0,1.4444444,1.0,0.055555556,6.0,0.33333334
53608.848,2.0,0.11111111,1995.0,110.833336,1035.0,57.5,753.0,41.833332,41.0,2.2777777,0.0,0.0,36.0,2.0,1.0,0.055555556,4.0,0.22222222
54935.96,1.0,0.055555556,2075.0,115.27778,974.0,54.11111,814.0,45.22222,54.0,3.0,0.0,0.0,31.0,1.7222222,5.0,0.2777778,18.0,1.0
