Total fitness,Total levels ended,Avg.levels ended,Total cells passed,Avg. cells passed,Total time spent,Avg. time spent,Total time left,Avg. time left,Total kills,Avg. kills,Total items collected,Avg. itmes collected,Total kills by fire,Avg. kills by fire,Total kills by shell,Avg. kills by shell,Total kills by stomp,Avg. kills by stomp
54039.707,0.0,0.0,2039.0,113.27778,1051.0,58.38889,739.0,41.055557,34.0,1.8888888,0.0,0.0,28.0,1.5555556,0.0,0.0,6.0,0.33333334
66000.86,1.0,0.055555556,2489.0,138.27777,1096.0,60.88889,697.0,38.72222,56.0,3.1111112,2.0,0.11111111,45.0,2.5,1.0,0.055555556,10.0,0.5555556
55059.734,3.0,0.16666667,2117.0,117.611115,1167.0,64.833336,622.0,34.555557,31.0,1.7222222,1.0,0.055555556,24.0,1.3333334,0.0,0.0,7.0,0.3888889
39477.055,1.0,0.055555556,1416.0,78.666664,909.0,50.5,879.0,48.833332,13.0,0.7222222,0.0,0.0,9.0,0.5,1.0,0.055555556,3.0,0.16666667
44211.215,2.0,0.11111111,1588.0,88.22222,907.0,50.38889,881.0,48.944443,32.0,1.7777778,0.0,0.0,27.0,1.5,0.0,0.0,5.0,0.2777778
57162.844,1.0,0.055555556,2206.0,122.55556,1091.0,60.61111,700.0,38.88889,44.0,2.4444444,1.0,0.055555556,34.0,1.8888888,0.0,0.0,10.0,0.5555556
49051.71,1.0,0.055555556,1931.0,107.27778,1076.0,59.77778,715.0,39.72222,40.0,2.2222223,2.0,0.11111111,22.0,1.2222222,6.0,0.33333334,11.0,0.6111111
52873.887,2.0,0.11111111,1964.0,109.111115,978.0,54.333332,810.0,45.0,36.0,2.0,3.0,0.16666667,25.0,1.3888888,1.0,0.055555556,10.0,0.5555556
57562.047,4.0,0.22222222,2117.0,117.611115,1349.0,74.94444,443.0,24.61111,34.0,1.8888888,1.0,0.055555556,24.0,1.3333334,0.0,0.0,10.0,0.5555556
51974.73,1.0,0.055555556,1974.0,109.666664,1004.0,55.77778,785.0,43.61111,41.0,2.2777777,2.0,0.11111111,27.0,1.5,0.0,0.0,14.0,0.7777778
54887.438,2.0,0.11111111,2099.0,116.611115,1035.0,57.5,754.0,41.88889,52.0,2.8888888,1.0,0.055555556,40.0,2.2222223,2.0,0.11111111,10.0,0.5555556
54633.91,2.0,0.11111111,2033.0,112.94444,1042.0,57.88889,746.0,41.444443,59.0,3.2777777,3.0,0.16666667,41.0,2.2777777,4.0,0.22222222,14.0,0.7777778
48483.043,3.0,0.16666667,1861.0,103.388885,1190.0,66.111115,600.0,33.333332,35.0,1.9444444,0.0,0.0,26.0,1.4444444,1.0,0.055555556,8.0,0.44444445
46899.047,1.0,0.055555556,1762.0,97.888885,991.0,55.055557,800.0,44.444443,30.0,1.6666666,1.0,0.055555556,15.0,0.8333333,1.0,0.055555556,14.0,0.7777778
59740.203,3.0,0.16666667,2274.0,126.333336,1198.0,66.55556,591.0,32.833332,28.0,1.5555556,3.0,0.16666667,23.0,1.2777778,0.0,0.0,5.0,0.2777778
55725.29,2.0,0.11111111,1839.0,102.166664,909.0,50.5,880.0,48.88889,63.0,3.5,1.0,0.055555556,49.0,2.7222223,6.0,0.33333334,7.0,0.3888889
55828.094,2.0,0.11111111,2173.0,120.72222,1166.0,64.77778,625.0,34.72222,51.0,2.8333333,2.0,0.11111111,39.0,2.1666667,3.0,0.16666667,9.0,0.5
45623.78,2.0,0.11111111,1689.0,93.833336,1214.0,67.44444,579.0,32.166668,35.0,1.9444444,0.0,0.0,26.0,1.4444444,2.0,0.11111111,7.0,0.3888889
56384.887,3.0,0.16666667,2032.0,112.888885,896.0,49.77778,890.0,49.444443,49.0,2.7222223,0.0,0.0,38.0,2.1111112,0.0,0.0,11.0,0.6111111
52856.395,1.0,0.055555556,1943.0,107.94444,954.0,53.0,832.0,46.22222,52.0,2.8888888,1.0,0.055555556,35.0,1.9444444,4.0,0.22222222,13.0,0.7222222
