1	36.881250000000000002081668171172
2	39.012499999999999997224442438437
3	36.868749999999999997918331828828
4	40.100000000000000002081668171172
5	39.268749999999999999306110609609
6	38.362499999999999995836663657656
7	37.518749999999999999306110609609
8	38.693749999999999998612221219219
9	38.937500000000000000000000000000
10	39.356250000000000000693889390391
11	39.487499999999999999306110609609
12	38.524999999999999997918331828828
13	39.775000000000000001387778780781
14	38.487499999999999999306110609609
15	38.743750000000000001387778780781
16	39.281250000000000000000000000000
17	37.950000000000000000693889390391
18	36.531250000000000000000000000000
19	40.200000000000000000693889390391
20	39.968750000000000000000000000000
21	38.368750000000000001387778780781
22	37.949999999999999997224442438437
23	39.256250000000000002081668171172
24	37.712500000000000001387778780781
25	39.412499999999999995142774267265
