0	444	219.506	100	296	146.512	67
0	444	219.506	100	296	146.512	67
1	414	199.698	97	275	128.998	13
2	415	191.17	82	285	121.186	13
3	412	180.95	86	275	116.142	13
4	412	190.014	96	284	120.74	15
5	343	204.948	97	234	126.57	25
6	383	193.522	103	224	114.032	14
7	343	204.288	103	218	115.632	13
8	343	217.55	103	208	123.164	32
9	306	218.764	103	163	130.856	25
10	306	214.096	103	158	124.842	13
11	306	204.504	103	163	113.598	25
12	353	213.602	103	163	112.69	13
13	232	224.924	130	152	122.296	13
14	232	225.716	130	158	123.754	13
15	232	211.3	130	177	123.45	19
16	232	204.002	130	155	116.818	13
17	232	221.014	130	158	119.264	13
18	232	229.288	168	148	116.612	13
19	232	231.104	168	140	120.46	13
20	232	229.952	168	148	115.624	13
21	232	231.488	168	146	112.544	13
22	232	230.592	168	148	112.614	13
23	232	231.872	168	138	114.322	11
24	232	231.744	168	138	115.744	13
25	232	231.744	168	160	119.53	13
26	232	230.848	168	143	119.098	13
27	232	229.44	168	143	116.728	13
28	232	231.488	168	148	115.002	36
29	232	229.568	168	148	115.322	13
30	232	228.416	168	155	112.366	13
31	232	231.872	168	181	117.582	32
32	232	231.36	168	141	120.3	12
33	232	231.744	168	148	119.726	12
34	232	232	232	148	121.55	12
35	232	232	232	152	122.762	13
36	232	232	232	138	121.924	13
37	232	232	232	148	122.71	13
38	232	232	232	143	122.584	13
39	232	232	232	148	123.004	13
40	232	232	232	138	122.89	13
41	232	232	232	143	123.69	34
42	232	232	232	152	122.096	13
43	232	232	232	148	122.408	13
44	232	232	232	143	122.586	12
45	232	232	232	148	121.244	13
46	232	232	232	138	119.84	12
47	232	232	232	143	119.296	12
48	232	232	232	143	121.35	12
49	232	232	232	138	120.432	12
50	232	232	232	143	120.37	19
51	232	232	232	148	121.12	19
52	232	232	232	143	121.178	20
53	232	232	232	138	120.388	19
54	232	232	232	143	120.71	19
55	232	232	232	148	121.076	12
56	232	232	232	155	121.844	19
57	232	232	232	148	116.984	12
58	232	232	232	143	110.642	19
59	232	232	232	152	115.008	20
60	232	232	232	149	105.698	19
61	232	232	232	148	107.622	19
62	232	232	232	143	114.714	19
63	232	232	232	155	122.498	19
64	232	232	232	155	119.532	19
65	232	232	232	155	124.66	45
66	232	232	232	148	122.878	76
67	232	232	232	138	121.316	19
68	232	232	232	149	122.022	19
69	232	232	232	148	122.042	19
70	232	232	232	148	122.136	45
71	232	232	232	148	124.416	20
72	232	232	232	148	123.886	19
73	232	232	232	155	123.686	20
74	232	232	232	143	123.912	20
75	232	232	232	143	123.566	20
76	232	232	232	152	123.434	20
77	232	232	232	155	123.756	20
78	232	232	232	143	122.686	20
79	232	232	232	143	124.386	20
80	232	232	232	143	123.088	20
81	232	232	232	155	124.36	11
82	232	232	232	170	123.974	18
83	232	232	232	149	122.148	20
84	232	232	232	149	123.268	20
85	232	232	232	149	122.546	20
86	232	232	232	170	119.906	20
87	232	232	232	149	118.654	20
88	232	232	232	168	123.358	20
89	232	232	232	155	123.098	20
90	232	232	232	155	121.586	20
91	232	232	232	155	122.068	21
92	232	232	232	155	121.924	21
93	232	232	232	155	120.516	21
94	249	232	215	155	120.634	20
95	301	232	163	155	125.066	18
96	274	232.126	163	170	127.174	47
97	250	232.36	232	155	124.918	70
98	232	232	232	155	122.578	44
99	232	232	232	168	121.712	20
100	232	232	232	168	116.148	20
101	232	232	232	168	119.846	17
102	232	232	232	155	119.378	10
103	232	232	232	168	120.3	10
104	232	232	232	168	119.866	20
105	232	232	232	155	118.978	20
106	232	232	232	155	119.57	20
107	232	232	232	155	115.96	20
108	232	232	232	168	115.944	20
109	232	232	232	168	110.422	20
110	232	232	232	155	119.396	20
111	232	232	232	155	122.182	20
112	232	232	232	168	122.046	45
113	232	232	232	168	122.764	20
114	232	232	232	155	121.15	45
115	232	232	232	155	121.1	20
116	232	232	232	168	118.972	20
117	232	232	232	155	120.27	20
118	232	232	232	168	119.782	20
119	232	232	232	168	119.454	20
120	232	232	232	168	118.588	20
121	232	232	232	168	119.642	20
122	232	232	232	155	118.972	20
123	232	232	232	168	120.158	66
124	232	232	232	155	119.674	20
125	232	232	232	168	119.878	10
