1	1	49424.7364	49424.7364	49424.7364
2	2	52283.15695	52283.15695	52283.15695
3	3	51719.58685	51719.58685	51719.58685
4	4	53374.87755	53374.87755	53374.87755
5	5	52136.9159	52136.9159	52136.9159
6	6	48076.2632	48076.2632	48076.2632
7	7	51641.5844	51641.5844	51641.5844
8	8	53276.19025	53276.19025	53276.19025
9	9	52833.9824	52833.9824	52833.9824
10	10	52989.55505	52989.55505	52989.55505
11	11	52897.6422	52897.6422	52897.6422
12	12	50954.0226	50954.0226	50954.0226
13	13	53643.3458	53643.3458	53643.3458
14	14	54131.79885	54131.79885	54131.79885
15	15	54245.7897	54245.7897	54245.7897
16	16	55573.07465	55573.07465	55573.07465
17	17	53053.3545	53053.3545	53053.3545
18	18	48847.32395	48847.32395	48847.32395
19	19	53987.12885	53987.12885	53987.12885
20	20	53391.0952	53391.0952	53391.0952
21	21	55493.15765	55493.15765	55493.15765
22	22	52916.0155	52916.0155	52916.0155
23	23	52615.1935	52615.1935	52615.1935
24	24	52545.02455	52545.02455	52545.02455
25	25	53270.5048	53270.5048	53270.5048
