0	415	162.806	99	277	108.704	66
1	316	161.562	87	241	100.436	11
2	339	166.51	98	247	96.938	10
3	329	174.19	84	204	98.248	10
4	313	179.568	100	169	96.122	13
5	317	182.426	77	174	98.718	12
6	303	185.878	86	171	99.248	10
7	326	195.12	106	175	102.088	12
8	368	203.884	93	174	96.168	13
9	368	213.182	109	184	96.304	12
10	373	212.87	101	178	95.1	12
11	389	219.226	117	177	95.566	16
12	373	220.228	120	172	96.256	11
13	378	224.664	113	172	95.862	13
14	368	222.514	115	172	92.656	10
15	366	229.074	128	167	91.46	12
16	395	227.046	116	166	89.226	15
17	393	227.164	119	173	88.5	10
18	411	230.83	141	153	88.168	10
19	388	230.688	130	139	89.41	10
20	382	231.024	142	153	88.542	10
21	419	228.234	132	120	87.78	10
22	387	233.914	117	161	89.904	10
23	414	233.958	114	169	90.638	10
24	382	225.768	108	167	90.398	10
25	382	223.82	87	164	91.008	10
26	377	231.86	112	144	90.774	14
27	371	235.366	130	139	90.458	15
28	385	239.846	109	142	91.412	15
29	414	243.724	112	126	91.336	15
30	392	248.322	130	148	92.984	10
31	431	250.386	120	130	93.886	15
32	431	250.378	129	159	93.262	15
33	455	255.754	124	160	92.79	11
34	472	259.666	122	149	92.818	11
35	463	263.808	105	139	92.1	10
36	493	268.318	141	120	92.474	11
37	519	265.29	163	145	92.426	12
38	487	262.878	139	143	91.822	10
39	548	268.596	127	147	93.49	10
40	548	278.012	153	140	92.512	11
41	565	284.474	130	132	93.808	11
42	565	291.772	139	136	93.204	12
