1	1	1970.55	1970.55	1970.55
2	2	1977.3	1977.3	1977.3
3	3	1981.85	1981.85	1981.85
4	4	1986.9	1986.9	1986.9
5	5	1965.75	1965.75	1965.75
6	6	1991.7	1991.7	1991.7
7	7	1991.35	1991.35	1991.35
8	8	1987.7	1987.7	1987.7
9	9	2003.55	2003.55	2003.55
10	10	2007.75	2007.75	2007.75
11	11	1991.65	1991.65	1991.65
12	12	1987.6	1987.6	1987.6
13	13	2017.8	2017.8	2017.8
14	14	2014.8	2014.8	2014.8
15	15	2002.2	2002.2	2002.2
16	16	2001.95	2001.95	2001.95
17	17	2003.75	2003.75	2003.75
18	18	1982.8	1982.8	1982.8
19	19	1982.4	1982.4	1982.4
20	20	1986.55	1986.55	1986.55
21	21	1979.1	1979.1	1979.1
22	22	1978.35	1978.35	1978.35
23	23	1979.6	1979.6	1979.6
24	24	1978.7	1978.7	1978.7
25	25	1987.6	1987.6	1987.6
