0	0
0	15327.387500000000000177635683940025
1	27848.050000000000000710542735760100
2	32101.512500000000001065814103640150
3	33997.250000000000000000000000000000
4	35532.225000000000001421085471520200
5	36721.050000000000000710542735760100
6	37241.900000000000002131628207280301
7	37397.025000000000002131628207280301
8	37748.587499999999998578914528479800
9	37384.462500000000002131628207280301
10	37468.962500000000002131628207280301
11	37555.199999999999999289457264239900
12	38076.024999999999998578914528479800
13	38520.849999999999997868371792719699
14	38516.925000000000000710542735760100
15	38564.962500000000002131628207280301
16	38469.600000000000001421085471520200
17	39007.962499999999998578914528479800
18	39434.712499999999998578914528479800
19	39479.550000000000000710542735760100
20	39618.762499999999999289457264239900
21	39588.112500000000000710542735760100
22	39671.924999999999997157829056959599
23	39726.687500000000000000000000000000
24	39677.449999999999999289457264239900
25	39552.037500000000001421085471520200
26	39841.712499999999998578914528479800
27	39947.812500000000003552713678800501
28	39774.399999999999998578914528479800
29	39854.937500000000000000000000000000
30	39943.387499999999999289457264239900
31	39914.550000000000004263256414560601
32	39905.262499999999995736743585439399
33	40025.774999999999998578914528479800
34	40098.962499999999998578914528479800
35	40257.500000000000000000000000000000
36	40098.337499999999998578914528479800
37	40129.837499999999998578914528479800
38	40256.287500000000001421085471520200
39	40234.762499999999995736743585439399
40	40234.725000000000001421085471520200
41	40268.037500000000001421085471520200
42	40306.287499999999997868371792719699
43	40201.925000000000000710542735760100
44	40221.625000000000000000000000000000
45	40250.824999999999999289457264239900
46	40278.087500000000002131628207280301
47	40206.574999999999999289457264239900
48	40245.487500000000000710542735760100
49	40249.787499999999997868371792719699
50	40138.087499999999995026200849679299
