0	0	0	0	0
1	119	120	0	534
2	85	112	0	495
3	50	124	0	489
4	27	83	0	503
5	9	58	0	498
6	5	33	0	516
7	9	54	0	543
8	6	56	0	530
9	2	27	0	512
10	0	17	0	519
11	0	34	0	449
12	0	9	0	504
13	0	0	0	496
14	0	0	0	555
15	0	0	0	513
16	0	0	0	515
17	0	0	0	546
18	0	0	0	502
19	0	0	0	507
20	0	0	0	524
21	0	0	0	477
22	0	0	0	508
23	0	0	0	484
24	0	0	0	505
25	0	0	0	489
26	0	0	0	524
27	0	0	0	499
28	0	0	0	513
29	0	0	0	518
30	0	0	0	534
31	0	0	0	470
32	0	0	0	512
33	0	0	0	481
34	0	0	0	534
35	0	0	0	495
36	0	0	0	532
37	0	0	0	503
38	0	0	0	487
39	0	0	0	440
40	0	0	0	510
41	0	0	0	498
42	0	0	0	475
43	0	0	0	491
44	0	0	0	482
45	0	0	0	519
46	0	0	0	508
47	0	0	0	509
48	0	0	0	500
49	0	0	0	502
50	0	0	0	493
