1	51819.766425000000001688249540165998
2	51990.096762499999996975930116605014
3	51638.360962499999999408828443847597
4	51751.716093750000002415845301584341
5	51937.547674999999998135535861365497
6	52101.873968749999999516830939683132
7	52034.603474999999999539568307227455
8	52240.837706250000003649347490863875
9	52085.593062500000002046363078989089
10	51957.764462499999996936139723402448
11	52061.419856250000002262368070660159
12	52044.825981250000001665512172621675
13	52081.260793749999997714894561795518
14	52036.041431250000002250999386887997
15	51910.857512500000002120259523508139
16	51867.762968750000002415845301584341
17	51969.911568750000000704858393874019
18	51968.820912499999998601651896024123
19	51986.682337500000002705746737774462
20	52002.077337500000002279421096318401
21	51952.938637500000002233946361229755
22	51992.119506250000000591171556152403
23	52007.359799999999999897681846050546
24	51971.353231249999996776978150592186
25	52015.653050000000000352429196937010
