0	0	0	0	0
1	131	103	0	937
2	141	102	0	1048
3	122	109	0	1018
4	125	115	0	985
5	125	114	0	1027
6	115	132	0	997
7	128	127	0	1046
8	135	111	0	1025
9	131	122	0	1012
10	125	121	0	1027
11	137	118	0	976
12	112	130	0	1009
13	136	112	0	1030
14	119	120	0	970
15	109	143	0	984
16	130	124	0	1013
17	122	125	0	989
18	136	118	0	1029
19	120	132	0	1020
20	118	153	0	1019
21	128	120	0	980
22	123	142	0	987
23	120	144	0	1003
24	126	129	0	969
25	116	126	0	1053
26	118	143	0	977
27	112	140	0	952
28	123	120	0	952
29	118	128	0	992
30	123	130	0	996
31	128	122	0	980
32	137	125	0	954
33	134	117	0	964
34	117	125	0	1006
35	121	127	0	1041
36	116	132	0	1001
37	110	131	0	992
38	114	145	0	1033
39	123	130	0	1007
40	130	120	0	957
41	128	125	0	996
42	121	129	0	1052
43	120	137	0	1022
44	136	114	0	965
45	118	122	0	1012
46	122	120	0	993
47	133	115	0	1020
48	131	123	0	990
49	125	126	0	1078
50	122	125	0	974
51	127	132	0	1057
52	126	121	0	971
53	114	143	0	1028
54	121	120	0	968
55	105	136	0	1051
56	124	137	0	1012
57	117	133	0	990
58	130	130	0	1024
59	118	145	0	1021
60	123	128	0	1040
61	135	94	0	946
62	127	135	0	954
63	125	118	0	957
64	145	91	0	950
65	118	145	0	987
66	113	143	0	1005
67	119	122	0	958
68	127	104	0	989
69	114	140	0	965
70	129	107	0	986
71	116	138	0	983
72	128	112	0	1023
73	129	113	0	1063
74	111	131	0	1052
75	122	130	0	992
76	126	125	0	1021
77	133	103	0	997
78	142	116	0	990
79	124	133	0	960
80	125	107	0	1014
81	124	118	0	1005
82	137	110	0	1009
83	126	125	0	1060
84	136	114	0	952
85	120	127	0	1016
86	120	139	0	1024
87	121	135	0	986
88	129	111	0	959
89	119	127	0	1034
90	142	97	0	1055
91	124	117	0	956
92	132	111	0	949
93	120	122	0	968
94	136	120	0	941
95	132	117	0	1029
96	138	111	0	976
97	127	123	0	980
98	135	114	0	990
99	123	130	0	1025
100	132	121	0	988
101	100	160	0	1013
102	141	93	0	928
103	130	112	0	1024
104	123	129	0	1073
105	129	122	0	1008
106	122	112	0	983
107	130	124	0	1029
108	118	140	0	975
109	123	117	0	1036
110	136	106	0	1014
111	129	130	0	1004
112	117	124	0	1036
113	124	110	0	994
114	115	135	0	1003
115	132	120	0	981
116	123	119	0	1014
117	133	126	0	1000
118	110	146	0	969
119	124	119	0	990
120	125	116	0	1053
121	120	140	0	990
122	115	132	0	1024
123	121	119	0	982
124	120	139	0	999
125	106	144	0	1056
126	128	126	0	936
127	113	147	0	1021
128	138	109	0	1016
129	123	126	0	1026
130	130	121	0	968
131	117	134	0	1001
132	123	119	0	1020
133	135	109	0	1007
134	131	107	0	1037
135	120	141	0	996
136	122	137	0	999
137	126	126	0	987
138	126	122	0	1008
139	117	128	0	1004
140	119	121	0	1009
141	131	134	0	1014
142	127	126	0	1021
143	135	115	0	939
144	131	115	0	966
145	131	122	0	1029
146	119	137	0	1050
147	117	128	0	1006
148	118	131	0	984
149	129	118	0	1000
150	121	135	0	997
151	126	139	0	987
152	132	114	0	1006
153	113	130	0	1024
154	127	111	0	1002
155	122	124	0	1011
156	125	106	0	1048
157	134	107	0	987
158	138	117	0	1032
159	136	124	0	947
160	131	132	0	964
161	114	148	0	1035
162	111	156	0	1008
163	135	116	0	1022
164	113	126	0	996
165	129	132	0	982
166	123	126	0	961
167	128	126	0	1062
168	124	131	0	986
169	129	127	0	988
170	130	116	0	1096
171	121	135	0	1018
172	124	140	0	1012
173	126	121	0	956
174	127	118	0	1024
175	112	138	0	966
176	138	106	0	962
177	126	126	0	991
178	135	119	0	971
179	122	129	0	1083
180	132	113	0	975
181	129	119	0	961
182	107	156	0	997
183	139	112	0	993
184	126	128	0	1015
185	123	134	0	980
186	132	106	0	1000
187	114	136	0	1013
188	132	127	0	975
189	133	120	0	986
190	123	135	0	994
191	129	124	0	1014
192	121	127	0	1049
193	135	127	0	998
194	129	130	0	1016
195	119	125	0	1012
196	124	134	0	965
197	120	138	0	1042
198	119	126	0	996
199	118	136	0	1030
200	127	123	0	1013
201	128	105	0	967
202	130	110	0	1054
203	126	139	0	991
204	117	119	0	1066
205	117	144	0	979
206	118	144	0	992
207	111	152	0	1075
208	120	141	0	995
209	118	126	0	1003
210	130	113	0	1056
211	131	107	0	1022
212	130	142	0	998
213	126	115	0	980
214	120	126	0	944
215	121	122	0	994
216	124	136	0	989
217	118	138	0	1011
218	123	138	0	971
219	137	117	0	997
220	124	122	0	1000
221	114	141	0	980
222	122	138	0	1003
223	127	116	0	969
224	129	119	0	1000
225	136	114	0	1016
226	116	122	0	1002
227	122	119	0	987
228	121	130	0	1015
229	125	120	0	989
230	134	120	0	963
231	124	127	0	1037
232	134	126	0	954
233	130	122	0	984
234	121	122	0	1029
235	136	122	0	942
236	123	123	0	971
237	117	145	0	1009
238	138	112	0	967
239	116	139	0	1004
240	124	109	0	1054
241	132	121	0	1000
242	128	115	0	1050
243	116	145	0	1025
244	127	118	0	973
245	113	141	0	999
246	130	118	0	975
247	121	121	0	990
248	136	111	0	914
249	120	140	0	1033
250	120	126	0	975
